user_id,step_order,step_name,event_time
19,1,VIEWED_SIGNUP,2024-05-18 23:18:06
19,2,STARTED_REGISTRATION,2024-05-18 23:41:06
20,1,VIEWED_SIGNUP,2024-12-16 11:48:24
20,2,STARTED_REGISTRATION,2024-12-16 12:27:24
20,3,KYC_COMPLETED,2024-12-16 13:49:24
21,1,VIEWED_SIGNUP,2024-06-10 14:36:21
21,2,STARTED_REGISTRATION,2024-06-10 14:37:21
21,3,KYC_COMPLETED,2024-06-10 15:43:21
22,1,VIEWED_SIGNUP,2024-10-17 11:27:25
22,2,STARTED_REGISTRATION,2024-10-17 11:29:25
22,3,KYC_COMPLETED,2024-10-17 14:01:25
23,1,VIEWED_SIGNUP,2024-07-21 23:24:19
23,2,STARTED_REGISTRATION,2024-07-22 00:17:19
23,3,KYC_COMPLETED,2024-07-22 01:53:19
24,1,VIEWED_SIGNUP,2024-03-12 08:58:45
24,2,STARTED_REGISTRATION,2024-03-12 09:30:45
25,1,VIEWED_SIGNUP,2024-05-14 21:17:02
25,2,STARTED_REGISTRATION,2024-05-14 21:49:02
26,1,VIEWED_SIGNUP,2024-07-04 07:59:06
26,2,STARTED_REGISTRATION,2024-07-04 08:13:06
26,3,KYC_COMPLETED,2024-07-04 10:45:06
27,1,VIEWED_SIGNUP,2024-02-16 01:42:55
27,2,STARTED_REGISTRATION,2024-02-16 02:19:55
27,3,KYC_COMPLETED,2024-02-16 03:22:55
28,1,VIEWED_SIGNUP,2024-12-14 15:22:13
28,2,STARTED_REGISTRATION,2024-12-14 16:06:13
28,3,KYC_COMPLETED,2024-12-14 17:36:13
29,1,VIEWED_SIGNUP,2024-07-14 21:41:44
29,2,STARTED_REGISTRATION,2024-07-14 21:46:44
29,3,KYC_COMPLETED,2024-07-14 23:59:44
30,1,VIEWED_SIGNUP,2024-10-10 00:25:04
30,2,STARTED_REGISTRATION,2024-10-10 01:16:04
30,3,KYC_COMPLETED,2024-10-10 03:54:04
31,1,VIEWED_SIGNUP,2024-12-15 19:33:01
32,1,VIEWED_SIGNUP,2024-02-27 10:41:09
32,2,STARTED_REGISTRATION,2024-02-27 11:21:09
32,3,KYC_COMPLETED,2024-02-27 13:35:09
33,1,VIEWED_SIGNUP,2024-01-02 09:35:22
33,2,STARTED_REGISTRATION,2024-01-02 10:17:22
33,3,KYC_COMPLETED,2024-01-02 11:50:22
34,1,VIEWED_SIGNUP,2024-02-24 22:45:59
34,2,STARTED_REGISTRATION,2024-02-24 23:40:59
35,1,VIEWED_SIGNUP,2024-11-07 07:14:31
35,2,STARTED_REGISTRATION,2024-11-07 07:58:31
35,3,KYC_COMPLETED,2024-11-07 09:31:31
36,1,VIEWED_SIGNUP,2024-10-03 19:18:34
36,2,STARTED_REGISTRATION,2024-10-03 20:05:34
36,3,KYC_COMPLETED,2024-10-03 21:45:34
37,1,VIEWED_SIGNUP,2024-09-07 00:42:32
37,2,STARTED_REGISTRATION,2024-09-07 00:43:32
37,3,KYC_COMPLETED,2024-09-07 01:37:32
38,1,VIEWED_SIGNUP,2024-05-02 02:06:32
38,2,STARTED_REGISTRATION,2024-05-02 02:54:32
38,3,KYC_COMPLETED,2024-05-02 04:56:32
39,1,VIEWED_SIGNUP,2024-02-13 17:41:39
39,2,STARTED_REGISTRATION,2024-02-13 17:54:39
39,3,KYC_COMPLETED,2024-02-13 18:44:39
40,1,VIEWED_SIGNUP,2024-03-06 17:18:16
40,2,STARTED_REGISTRATION,2024-03-06 17:49:16
40,3,KYC_COMPLETED,2024-03-06 18:36:16
41,1,VIEWED_SIGNUP,2024-09-27 22:05:07
41,2,STARTED_REGISTRATION,2024-09-27 22:59:07
41,3,KYC_COMPLETED,2024-09-27 23:49:07
42,1,VIEWED_SIGNUP,2024-12-19 07:19:25
42,2,STARTED_REGISTRATION,2024-12-19 07:23:25
42,3,KYC_COMPLETED,2024-12-19 09:26:25
43,1,VIEWED_SIGNUP,2024-12-09 23:39:40
43,2,STARTED_REGISTRATION,2024-12-10 00:18:40
43,3,KYC_COMPLETED,2024-12-10 02:08:40
44,1,VIEWED_SIGNUP,2024-08-19 04:24:20
44,2,STARTED_REGISTRATION,2024-08-19 04:30:20
45,1,VIEWED_SIGNUP,2024-06-22 00:45:57
45,2,STARTED_REGISTRATION,2024-06-22 01:10:57
45,3,KYC_COMPLETED,2024-06-22 03:49:57
46,1,VIEWED_SIGNUP,2024-10-28 08:01:04
46,2,STARTED_REGISTRATION,2024-10-28 09:00:04
46,3,KYC_COMPLETED,2024-10-28 09:33:04
47,1,VIEWED_SIGNUP,2024-04-27 02:27:14
47,2,STARTED_REGISTRATION,2024-04-27 02:34:14
47,3,KYC_COMPLETED,2024-04-27 03:55:14
48,1,VIEWED_SIGNUP,2024-09-20 08:39:55
48,2,STARTED_REGISTRATION,2024-09-20 08:46:55
48,3,KYC_COMPLETED,2024-09-20 09:59:55
49,1,VIEWED_SIGNUP,2024-04-19 19:37:58
49,2,STARTED_REGISTRATION,2024-04-19 20:17:58
49,3,KYC_COMPLETED,2024-04-19 21:42:58
50,1,VIEWED_SIGNUP,2024-10-22 17:12:33
50,2,STARTED_REGISTRATION,2024-10-22 17:52:33
50,3,KYC_COMPLETED,2024-10-22 20:05:33
51,1,VIEWED_SIGNUP,2024-04-07 03:26:03
51,2,STARTED_REGISTRATION,2024-04-07 03:48:03
51,3,KYC_COMPLETED,2024-04-07 04:14:03
52,1,VIEWED_SIGNUP,2024-06-30 15:25:19
52,2,STARTED_REGISTRATION,2024-06-30 16:03:19
52,3,KYC_COMPLETED,2024-06-30 17:31:19
53,1,VIEWED_SIGNUP,2024-12-10 23:47:29
53,2,STARTED_REGISTRATION,2024-12-11 00:04:29
53,3,KYC_COMPLETED,2024-12-11 01:58:29
54,1,VIEWED_SIGNUP,2024-07-25 12:21:13
54,2,STARTED_REGISTRATION,2024-07-25 12:30:13
54,3,KYC_COMPLETED,2024-07-25 12:52:13
55,1,VIEWED_SIGNUP,2024-04-07 19:31:32
55,2,STARTED_REGISTRATION,2024-04-07 20:13:32
55,3,KYC_COMPLETED,2024-04-07 21:36:32
56,1,VIEWED_SIGNUP,2024-04-03 10:08:29
56,2,STARTED_REGISTRATION,2024-04-03 10:18:29
56,3,KYC_COMPLETED,2024-04-03 12:03:29
57,1,VIEWED_SIGNUP,2024-08-14 20:02:12
58,1,VIEWED_SIGNUP,2024-01-08 03:23:44
58,2,STARTED_REGISTRATION,2024-01-08 04:06:44
58,3,KYC_COMPLETED,2024-01-08 04:35:44
59,1,VIEWED_SIGNUP,2024-09-05 17:31:32
59,2,STARTED_REGISTRATION,2024-09-05 18:26:32
59,3,KYC_COMPLETED,2024-09-05 19:29:32
60,1,VIEWED_SIGNUP,2024-03-25 13:47:52
60,2,STARTED_REGISTRATION,2024-03-25 14:00:52
60,3,KYC_COMPLETED,2024-03-25 15:02:52
61,1,VIEWED_SIGNUP,2024-08-20 10:23:08
61,2,STARTED_REGISTRATION,2024-08-20 10:53:08
61,3,KYC_COMPLETED,2024-08-20 12:36:08
62,1,VIEWED_SIGNUP,2024-12-04 17:43:08
63,1,VIEWED_SIGNUP,2024-04-21 02:07:45
63,2,STARTED_REGISTRATION,2024-04-21 02:34:45
63,3,KYC_COMPLETED,2024-04-21 03:23:45
64,1,VIEWED_SIGNUP,2024-02-01 11:25:04
64,2,STARTED_REGISTRATION,2024-02-01 11:57:04
64,3,KYC_COMPLETED,2024-02-01 12:44:04
65,1,VIEWED_SIGNUP,2024-09-01 18:18:29
65,2,STARTED_REGISTRATION,2024-09-01 18:58:29
65,3,KYC_COMPLETED,2024-09-01 20:53:29
66,1,VIEWED_SIGNUP,2024-09-17 02:55:00
66,2,STARTED_REGISTRATION,2024-09-17 03:47:00
66,3,KYC_COMPLETED,2024-09-17 04:45:00
67,1,VIEWED_SIGNUP,2024-02-04 08:33:48
68,1,VIEWED_SIGNUP,2024-05-06 21:04:40
68,2,STARTED_REGISTRATION,2024-05-06 21:09:40
68,3,KYC_COMPLETED,2024-05-06 22:34:40
69,1,VIEWED_SIGNUP,2024-02-11 15:15:48
69,2,STARTED_REGISTRATION,2024-02-11 15:56:48
69,3,KYC_COMPLETED,2024-02-11 18:03:48
70,1,VIEWED_SIGNUP,2024-09-24 11:31:07
70,2,STARTED_REGISTRATION,2024-09-24 11:44:07
70,3,KYC_COMPLETED,2024-09-24 13:15:07
71,1,VIEWED_SIGNUP,2024-05-02 09:40:14
71,2,STARTED_REGISTRATION,2024-05-02 10:35:14
71,3,KYC_COMPLETED,2024-05-02 11:16:14
72,1,VIEWED_SIGNUP,2024-08-22 11:30:41
72,2,STARTED_REGISTRATION,2024-08-22 12:29:41
72,3,KYC_COMPLETED,2024-08-22 15:05:41
73,1,VIEWED_SIGNUP,2024-11-14 20:29:52
73,2,STARTED_REGISTRATION,2024-11-14 21:26:52
73,3,KYC_COMPLETED,2024-11-14 22:18:52
74,1,VIEWED_SIGNUP,2024-04-19 18:25:07
74,2,STARTED_REGISTRATION,2024-04-19 18:49:07
74,3,KYC_COMPLETED,2024-04-19 20:54:07
75,1,VIEWED_SIGNUP,2024-02-05 08:53:38
75,2,STARTED_REGISTRATION,2024-02-05 09:50:38
75,3,KYC_COMPLETED,2024-02-05 10:21:38
76,1,VIEWED_SIGNUP,2024-08-12 19:46:40
76,2,STARTED_REGISTRATION,2024-08-12 19:59:40
76,3,KYC_COMPLETED,2024-08-12 21:38:40
77,1,VIEWED_SIGNUP,2024-11-30 19:15:29
77,2,STARTED_REGISTRATION,2024-11-30 19:56:29
77,3,KYC_COMPLETED,2024-11-30 20:56:29
78,1,VIEWED_SIGNUP,2024-06-02 03:46:17
78,2,STARTED_REGISTRATION,2024-06-02 04:21:17
78,3,KYC_COMPLETED,2024-06-02 05:07:17
79,1,VIEWED_SIGNUP,2024-02-24 20:08:32
79,2,STARTED_REGISTRATION,2024-02-24 20:26:32
80,1,VIEWED_SIGNUP,2024-11-05 07:40:07
80,2,STARTED_REGISTRATION,2024-11-05 08:18:07
81,1,VIEWED_SIGNUP,2024-12-17 23:05:30
81,2,STARTED_REGISTRATION,2024-12-17 23:11:30
81,3,KYC_COMPLETED,2024-12-18 01:41:30
82,1,VIEWED_SIGNUP,2024-05-08 01:50:58
82,2,STARTED_REGISTRATION,2024-05-08 02:15:58
82,3,KYC_COMPLETED,2024-05-08 04:32:58
83,1,VIEWED_SIGNUP,2024-05-21 01:36:18
83,2,STARTED_REGISTRATION,2024-05-21 02:06:18
83,3,KYC_COMPLETED,2024-05-21 04:07:18
84,1,VIEWED_SIGNUP,2024-11-22 09:32:15
84,2,STARTED_REGISTRATION,2024-11-22 10:04:15
84,3,KYC_COMPLETED,2024-11-22 11:50:15
85,1,VIEWED_SIGNUP,2024-10-09 15:34:17
85,2,STARTED_REGISTRATION,2024-10-09 16:16:17
85,3,KYC_COMPLETED,2024-10-09 17:48:17
86,1,VIEWED_SIGNUP,2024-02-08 05:25:36
86,2,STARTED_REGISTRATION,2024-02-08 05:51:36
86,3,KYC_COMPLETED,2024-02-08 07:48:36
87,1,VIEWED_SIGNUP,2024-10-25 20:07:00
87,2,STARTED_REGISTRATION,2024-10-25 21:01:00
87,3,KYC_COMPLETED,2024-10-25 22:23:00
88,1,VIEWED_SIGNUP,2024-01-22 11:13:24
88,2,STARTED_REGISTRATION,2024-01-22 11:42:24
88,3,KYC_COMPLETED,2024-01-22 12:55:24
89,1,VIEWED_SIGNUP,2024-04-17 09:05:06
89,2,STARTED_REGISTRATION,2024-04-17 09:27:06
89,3,KYC_COMPLETED,2024-04-17 11:00:06
90,1,VIEWED_SIGNUP,2024-10-13 14:47:44
90,2,STARTED_REGISTRATION,2024-10-13 15:08:44
90,3,KYC_COMPLETED,2024-10-13 15:29:44
91,1,VIEWED_SIGNUP,2024-05-01 05:54:59
91,2,STARTED_REGISTRATION,2024-05-01 05:59:59
91,3,KYC_COMPLETED,2024-05-01 06:34:59
92,1,VIEWED_SIGNUP,2024-04-01 12:05:40
92,2,STARTED_REGISTRATION,2024-04-01 12:47:40
92,3,KYC_COMPLETED,2024-04-01 13:43:40
93,1,VIEWED_SIGNUP,2024-05-16 05:47:46
93,2,STARTED_REGISTRATION,2024-05-16 05:50:46
93,3,KYC_COMPLETED,2024-05-16 06:51:46
94,1,VIEWED_SIGNUP,2024-01-20 17:08:14
94,2,STARTED_REGISTRATION,2024-01-20 17:56:14
94,3,KYC_COMPLETED,2024-01-20 20:24:14
95,1,VIEWED_SIGNUP,2024-06-28 11:06:41
95,2,STARTED_REGISTRATION,2024-06-28 11:15:41
96,1,VIEWED_SIGNUP,2024-12-03 07:01:53
96,2,STARTED_REGISTRATION,2024-12-03 07:49:53
96,3,KYC_COMPLETED,2024-12-03 08:29:53
97,1,VIEWED_SIGNUP,2024-02-05 10:09:45
97,2,STARTED_REGISTRATION,2024-02-05 10:32:45
97,3,KYC_COMPLETED,2024-02-05 11:55:45
98,1,VIEWED_SIGNUP,2024-07-23 19:31:22
98,2,STARTED_REGISTRATION,2024-07-23 19:32:22
98,3,KYC_COMPLETED,2024-07-23 21:32:22
99,1,VIEWED_SIGNUP,2024-05-13 06:30:05
99,2,STARTED_REGISTRATION,2024-05-13 06:45:05
99,3,KYC_COMPLETED,2024-05-13 08:40:05
100,1,VIEWED_SIGNUP,2024-02-25 21:43:13
100,2,STARTED_REGISTRATION,2024-02-25 22:34:13
100,3,KYC_COMPLETED,2024-02-26 00:26:13
101,1,VIEWED_SIGNUP,2024-08-11 22:04:17
101,2,STARTED_REGISTRATION,2024-08-11 22:10:17
101,3,KYC_COMPLETED,2024-08-11 23:08:17
102,1,VIEWED_SIGNUP,2024-10-22 06:55:14
102,2,STARTED_REGISTRATION,2024-10-22 07:09:14
102,3,KYC_COMPLETED,2024-10-22 09:40:14
103,1,VIEWED_SIGNUP,2024-01-01 18:55:46
103,2,STARTED_REGISTRATION,2024-01-01 19:51:46
103,3,KYC_COMPLETED,2024-01-01 21:32:46
104,1,VIEWED_SIGNUP,2024-07-05 15:42:11
104,2,STARTED_REGISTRATION,2024-07-05 16:05:11
104,3,KYC_COMPLETED,2024-07-05 17:32:11
105,1,VIEWED_SIGNUP,2024-11-15 11:25:45
105,2,STARTED_REGISTRATION,2024-11-15 12:15:45
105,3,KYC_COMPLETED,2024-11-15 13:20:45
106,1,VIEWED_SIGNUP,2024-09-16 11:15:38
106,2,STARTED_REGISTRATION,2024-09-16 11:18:38
107,1,VIEWED_SIGNUP,2024-07-25 10:45:52
107,2,STARTED_REGISTRATION,2024-07-25 11:07:52
107,3,KYC_COMPLETED,2024-07-25 13:34:52
108,1,VIEWED_SIGNUP,2024-08-03 13:48:15
108,2,STARTED_REGISTRATION,2024-08-03 14:14:15
109,1,VIEWED_SIGNUP,2024-11-11 20:43:13
109,2,STARTED_REGISTRATION,2024-11-11 21:09:13
109,3,KYC_COMPLETED,2024-11-11 22:17:13
110,1,VIEWED_SIGNUP,2024-01-01 11:03:49
110,2,STARTED_REGISTRATION,2024-01-01 11:32:49
110,3,KYC_COMPLETED,2024-01-01 12:22:49
111,1,VIEWED_SIGNUP,2024-10-23 22:05:16
111,2,STARTED_REGISTRATION,2024-10-23 22:17:16
111,3,KYC_COMPLETED,2024-10-24 00:30:16
112,1,VIEWED_SIGNUP,2024-08-14 16:05:54
112,2,STARTED_REGISTRATION,2024-08-14 16:10:54
113,1,VIEWED_SIGNUP,2024-08-30 06:10:41
113,2,STARTED_REGISTRATION,2024-08-30 06:24:41
113,3,KYC_COMPLETED,2024-08-30 08:28:41
114,1,VIEWED_SIGNUP,2024-09-20 23:02:40
114,2,STARTED_REGISTRATION,2024-09-20 23:36:40
114,3,KYC_COMPLETED,2024-09-21 01:19:40
115,1,VIEWED_SIGNUP,2024-04-30 11:18:07
115,2,STARTED_REGISTRATION,2024-04-30 11:26:07
115,3,KYC_COMPLETED,2024-04-30 12:56:07
116,1,VIEWED_SIGNUP,2024-01-13 01:40:57
116,2,STARTED_REGISTRATION,2024-01-13 02:38:57
117,1,VIEWED_SIGNUP,2024-02-07 16:34:52
117,2,STARTED_REGISTRATION,2024-02-07 16:48:52
117,3,KYC_COMPLETED,2024-02-07 19:24:52
118,1,VIEWED_SIGNUP,2024-04-09 13:58:48
118,2,STARTED_REGISTRATION,2024-04-09 14:35:48
119,1,VIEWED_SIGNUP,2024-03-16 23:53:10
119,2,STARTED_REGISTRATION,2024-03-17 00:26:10
119,3,KYC_COMPLETED,2024-03-17 01:48:10
120,1,VIEWED_SIGNUP,2024-08-05 07:58:03
121,1,VIEWED_SIGNUP,2024-08-25 01:49:42
121,2,STARTED_REGISTRATION,2024-08-25 02:42:42
121,3,KYC_COMPLETED,2024-08-25 04:47:42
122,1,VIEWED_SIGNUP,2024-08-21 04:51:17
122,2,STARTED_REGISTRATION,2024-08-21 05:48:17
122,3,KYC_COMPLETED,2024-08-21 07:30:17
123,1,VIEWED_SIGNUP,2024-10-13 21:40:47
123,2,STARTED_REGISTRATION,2024-10-13 22:22:47
124,1,VIEWED_SIGNUP,2024-09-15 15:32:13
124,2,STARTED_REGISTRATION,2024-09-15 16:17:13
124,3,KYC_COMPLETED,2024-09-15 18:24:13
125,1,VIEWED_SIGNUP,2024-08-31 16:23:11
125,2,STARTED_REGISTRATION,2024-08-31 17:18:11
125,3,KYC_COMPLETED,2024-08-31 18:07:11
126,1,VIEWED_SIGNUP,2024-09-23 17:38:37
126,2,STARTED_REGISTRATION,2024-09-23 18:08:37
126,3,KYC_COMPLETED,2024-09-23 19:50:37
127,1,VIEWED_SIGNUP,2024-08-13 02:49:15
127,2,STARTED_REGISTRATION,2024-08-13 03:34:15
128,1,VIEWED_SIGNUP,2024-05-19 12:13:40
128,2,STARTED_REGISTRATION,2024-05-19 13:09:40
128,3,KYC_COMPLETED,2024-05-19 15:48:40
129,1,VIEWED_SIGNUP,2024-03-11 05:29:29
129,2,STARTED_REGISTRATION,2024-03-11 05:34:29
129,3,KYC_COMPLETED,2024-03-11 08:10:29
130,1,VIEWED_SIGNUP,2024-12-27 07:47:23
130,2,STARTED_REGISTRATION,2024-12-27 08:36:23
130,3,KYC_COMPLETED,2024-12-27 09:34:23
131,1,VIEWED_SIGNUP,2024-06-18 19:45:21
131,2,STARTED_REGISTRATION,2024-06-18 20:35:21
131,3,KYC_COMPLETED,2024-06-18 21:49:21
132,1,VIEWED_SIGNUP,2024-04-15 15:17:49
132,2,STARTED_REGISTRATION,2024-04-15 15:47:49
132,3,KYC_COMPLETED,2024-04-15 17:59:49
133,1,VIEWED_SIGNUP,2024-10-21 13:50:57
133,2,STARTED_REGISTRATION,2024-10-21 14:12:57
133,3,KYC_COMPLETED,2024-10-21 16:20:57
134,1,VIEWED_SIGNUP,2024-06-01 14:11:56
134,2,STARTED_REGISTRATION,2024-06-01 14:19:56
134,3,KYC_COMPLETED,2024-06-01 15:03:56
135,1,VIEWED_SIGNUP,2024-11-04 08:01:46
135,2,STARTED_REGISTRATION,2024-11-04 08:31:46
135,3,KYC_COMPLETED,2024-11-04 10:30:46
136,1,VIEWED_SIGNUP,2024-08-11 17:40:54
137,1,VIEWED_SIGNUP,2024-12-08 14:43:14
137,2,STARTED_REGISTRATION,2024-12-08 15:36:14
137,3,KYC_COMPLETED,2024-12-08 16:13:14
138,1,VIEWED_SIGNUP,2024-03-06 22:39:20
138,2,STARTED_REGISTRATION,2024-03-06 22:51:20
138,3,KYC_COMPLETED,2024-03-07 00:53:20
139,1,VIEWED_SIGNUP,2024-10-30 20:32:55
139,2,STARTED_REGISTRATION,2024-10-30 21:21:55
139,3,KYC_COMPLETED,2024-10-30 22:11:55
140,1,VIEWED_SIGNUP,2024-11-25 15:36:19
140,2,STARTED_REGISTRATION,2024-11-25 16:22:19
140,3,KYC_COMPLETED,2024-11-25 18:29:19
141,1,VIEWED_SIGNUP,2024-01-26 09:28:19
141,2,STARTED_REGISTRATION,2024-01-26 10:22:19
141,3,KYC_COMPLETED,2024-01-26 12:16:19
142,1,VIEWED_SIGNUP,2024-08-20 11:54:00
142,2,STARTED_REGISTRATION,2024-08-20 12:01:00
142,3,KYC_COMPLETED,2024-08-20 13:15:00
143,1,VIEWED_SIGNUP,2024-08-03 09:11:05
143,2,STARTED_REGISTRATION,2024-08-03 10:01:05
143,3,KYC_COMPLETED,2024-08-03 10:48:05
144,1,VIEWED_SIGNUP,2024-10-03 01:53:46
144,2,STARTED_REGISTRATION,2024-10-03 01:59:46
144,3,KYC_COMPLETED,2024-10-03 02:09:46
145,1,VIEWED_SIGNUP,2024-11-29 01:27:56
145,2,STARTED_REGISTRATION,2024-11-29 02:10:56
145,3,KYC_COMPLETED,2024-11-29 04:15:56
146,1,VIEWED_SIGNUP,2024-01-11 22:37:19
146,2,STARTED_REGISTRATION,2024-01-11 22:48:19
146,3,KYC_COMPLETED,2024-01-11 23:26:19
147,1,VIEWED_SIGNUP,2024-08-30 04:09:53
147,2,STARTED_REGISTRATION,2024-08-30 04:30:53
147,3,KYC_COMPLETED,2024-08-30 05:40:53
148,1,VIEWED_SIGNUP,2024-12-24 09:19:46
148,2,STARTED_REGISTRATION,2024-12-24 09:47:46
148,3,KYC_COMPLETED,2024-12-24 10:27:46
149,1,VIEWED_SIGNUP,2024-11-06 04:10:12
149,2,STARTED_REGISTRATION,2024-11-06 04:36:12
149,3,KYC_COMPLETED,2024-11-06 05:08:12
150,1,VIEWED_SIGNUP,2024-10-23 00:56:05
150,2,STARTED_REGISTRATION,2024-10-23 01:39:05
150,3,KYC_COMPLETED,2024-10-23 03:48:05
151,1,VIEWED_SIGNUP,2024-07-22 07:13:15
151,2,STARTED_REGISTRATION,2024-07-22 07:27:15
151,3,KYC_COMPLETED,2024-07-22 09:50:15
152,1,VIEWED_SIGNUP,2024-02-22 10:58:49
153,1,VIEWED_SIGNUP,2024-10-16 01:29:43
153,2,STARTED_REGISTRATION,2024-10-16 02:20:43
154,1,VIEWED_SIGNUP,2024-12-04 13:29:31
154,2,STARTED_REGISTRATION,2024-12-04 13:40:31
154,3,KYC_COMPLETED,2024-12-04 14:37:31
155,1,VIEWED_SIGNUP,2024-01-07 15:17:37
155,2,STARTED_REGISTRATION,2024-01-07 15:42:37
155,3,KYC_COMPLETED,2024-01-07 18:11:37
156,1,VIEWED_SIGNUP,2024-07-04 23:08:27
156,2,STARTED_REGISTRATION,2024-07-04 23:57:27
157,1,VIEWED_SIGNUP,2024-08-10 06:24:46
157,2,STARTED_REGISTRATION,2024-08-10 07:19:46
157,3,KYC_COMPLETED,2024-08-10 07:55:46
158,1,VIEWED_SIGNUP,2024-11-11 19:35:39
158,2,STARTED_REGISTRATION,2024-11-11 20:04:39
158,3,KYC_COMPLETED,2024-11-11 22:19:39
159,1,VIEWED_SIGNUP,2024-10-30 09:46:19
159,2,STARTED_REGISTRATION,2024-10-30 09:47:19
159,3,KYC_COMPLETED,2024-10-30 12:00:19
160,1,VIEWED_SIGNUP,2024-05-22 16:24:47
160,2,STARTED_REGISTRATION,2024-05-22 17:12:47
160,3,KYC_COMPLETED,2024-05-22 18:29:47
161,1,VIEWED_SIGNUP,2024-11-08 13:47:54
161,2,STARTED_REGISTRATION,2024-11-08 14:19:54
161,3,KYC_COMPLETED,2024-11-08 15:09:54
162,1,VIEWED_SIGNUP,2024-06-15 06:37:14
162,2,STARTED_REGISTRATION,2024-06-15 07:37:14
162,3,KYC_COMPLETED,2024-06-15 09:27:14
163,1,VIEWED_SIGNUP,2024-05-12 12:23:28
163,2,STARTED_REGISTRATION,2024-05-12 12:44:28
163,3,KYC_COMPLETED,2024-05-12 14:30:28
164,1,VIEWED_SIGNUP,2024-10-11 00:22:10
165,1,VIEWED_SIGNUP,2024-05-03 14:47:51
165,2,STARTED_REGISTRATION,2024-05-03 15:06:51
165,3,KYC_COMPLETED,2024-05-03 16:36:51
166,1,VIEWED_SIGNUP,2024-12-19 17:20:02
166,2,STARTED_REGISTRATION,2024-12-19 17:34:02
166,3,KYC_COMPLETED,2024-12-19 19:21:02
167,1,VIEWED_SIGNUP,2024-08-17 00:37:40
167,2,STARTED_REGISTRATION,2024-08-17 00:52:40
167,3,KYC_COMPLETED,2024-08-17 02:20:40
168,1,VIEWED_SIGNUP,2024-07-26 08:51:30
168,2,STARTED_REGISTRATION,2024-07-26 08:52:30
168,3,KYC_COMPLETED,2024-07-26 10:05:30
169,1,VIEWED_SIGNUP,2024-07-07 17:13:51
169,2,STARTED_REGISTRATION,2024-07-07 17:23:51
170,1,VIEWED_SIGNUP,2024-08-05 20:02:20
170,2,STARTED_REGISTRATION,2024-08-05 20:14:20
170,3,KYC_COMPLETED,2024-08-05 22:57:20
171,1,VIEWED_SIGNUP,2024-05-18 11:09:49
171,2,STARTED_REGISTRATION,2024-05-18 11:15:49
171,3,KYC_COMPLETED,2024-05-18 12:40:49
172,1,VIEWED_SIGNUP,2024-04-08 11:29:19
172,2,STARTED_REGISTRATION,2024-04-08 11:57:19
172,3,KYC_COMPLETED,2024-04-08 12:54:19
173,1,VIEWED_SIGNUP,2024-12-19 06:44:27
