user_id,transaction_time,amount_eur,category,merchant_country,transaction_type
28,2025-02-10 02:35:13,37.87,Groceries,FR,ATM_WITHDRAWAL
28,2025-01-20 08:53:13,24.68,Transport,AT,CARD_PAYMENT
28,2024-12-23 14:28:13,6.97,Groceries,DE,ATM_WITHDRAWAL
28,2025-01-26 14:57:13,24.4,Subscriptions,IT,ATM_WITHDRAWAL
30,2024-10-31 18:03:04,15.94,Groceries,UK,TRANSFER
32,2024-05-08 16:39:09,13.38,Groceries,IT,TRANSFER
32,2024-05-28 05:02:09,28.99,Online Shopping,AT,CARD_PAYMENT
32,2024-03-31 17:22:09,37.29,Groceries,IT,CARD_PAYMENT
32,2024-03-20 08:05:09,35.12,Online Shopping,ES,TRANSFER
32,2024-05-25 08:25:09,12.14,Groceries,AT,CARD_PAYMENT
32,2024-04-10 12:54:09,16.68,Groceries,DE,ATM_WITHDRAWAL
32,2024-05-05 15:47:09,24.5,Restaurants,AT,TRANSFER
32,2024-05-08 15:10:09,36.07,Travel,FR,TRANSFER
35,2025-02-05 01:17:31,15.07,Restaurants,UK,TRANSFER
35,2025-02-02 13:47:31,17.97,Subscriptions,ES,ATM_WITHDRAWAL
35,2024-11-29 07:54:31,10.34,Subscriptions,UK,TRANSFER
35,2025-01-15 05:55:31,9.8,Transport,UK,CARD_PAYMENT
36,2024-11-20 22:49:34,32.7,Transport,ES,CARD_PAYMENT
36,2025-01-06 19:16:34,45.32,Groceries,FR,CARD_PAYMENT
36,2024-12-19 09:14:34,19.24,Subscriptions,FR,TRANSFER
36,2024-10-09 07:17:34,36.68,Restaurants,FR,TRANSFER
36,2024-10-15 22:56:34,24.95,Online Shopping,AT,ATM_WITHDRAWAL
36,2024-10-22 05:45:34,13.64,Groceries,ES,TRANSFER
36,2024-12-12 18:59:34,24.95,Travel,FR,CARD_PAYMENT
36,2024-10-24 22:07:34,50.54,Subscriptions,ES,TRANSFER
36,2024-12-29 04:18:34,19.66,Transport,FR,ATM_WITHDRAWAL
36,2024-10-24 09:28:34,51.36,Restaurants,FR,ATM_WITHDRAWAL
36,2024-11-06 16:34:34,4.17,Online Shopping,FR,TRANSFER
36,2024-10-21 15:26:34,32.89,Restaurants,UK,TRANSFER
36,2024-10-10 14:11:34,21.16,Subscriptions,IT,TRANSFER
36,2024-11-24 03:12:34,16.79,Online Shopping,ES,CARD_PAYMENT
36,2024-10-09 20:59:34,21.22,Subscriptions,UK,TRANSFER
41,2024-11-02 05:06:07,6.09,Restaurants,DE,CARD_PAYMENT
41,2024-11-25 11:35:07,17.61,Groceries,FR,TRANSFER
41,2024-12-30 04:40:07,24.89,Travel,UK,ATM_WITHDRAWAL
41,2024-11-08 05:12:07,48.75,Subscriptions,FR,CARD_PAYMENT
41,2024-11-24 06:43:07,14.72,Subscriptions,IT,ATM_WITHDRAWAL
42,2025-01-23 16:07:25,12.37,Transport,IT,TRANSFER
42,2025-01-09 23:27:25,14.86,Transport,AT,TRANSFER
42,2025-01-06 10:16:25,34.79,Transport,DE,ATM_WITHDRAWAL
42,2024-12-31 20:33:25,24.47,Online Shopping,AT,CARD_PAYMENT
45,2024-07-30 14:03:57,14.62,Transport,DE,TRANSFER
45,2024-09-23 12:33:57,27.33,Travel,ES,CARD_PAYMENT
45,2024-09-08 13:23:57,21.29,Transport,ES,ATM_WITHDRAWAL
45,2024-08-30 10:58:57,35.92,Restaurants,AT,CARD_PAYMENT
45,2024-08-04 12:22:57,13.18,Subscriptions,FR,TRANSFER
45,2024-07-06 09:14:57,16.5,Transport,DE,CARD_PAYMENT
45,2024-07-15 12:09:57,15.87,Transport,AT,ATM_WITHDRAWAL
45,2024-08-26 21:09:57,8.35,Subscriptions,ES,ATM_WITHDRAWAL
45,2024-09-24 18:38:57,23.99,Online Shopping,IT,CARD_PAYMENT
45,2024-07-27 07:30:57,23.49,Travel,UK,CARD_PAYMENT
45,2024-08-06 03:29:57,20.15,Groceries,AT,CARD_PAYMENT
45,2024-08-07 09:17:57,17.45,Groceries,UK,ATM_WITHDRAWAL
45,2024-08-19 17:34:57,8.59,Restaurants,FR,TRANSFER
45,2024-09-09 23:12:57,15.61,Groceries,UK,ATM_WITHDRAWAL
45,2024-07-29 03:33:57,16.35,Transport,UK,TRANSFER
45,2024-07-11 13:23:57,12.41,Travel,AT,ATM_WITHDRAWAL
45,2024-08-29 19:57:57,18.23,Groceries,DE,CARD_PAYMENT
52,2024-08-23 19:45:19,25.6,Restaurants,FR,TRANSFER
52,2024-07-14 09:49:19,62.28,Travel,FR,CARD_PAYMENT
52,2024-08-06 23:59:19,22.3,Groceries,DE,ATM_WITHDRAWAL
52,2024-08-15 01:45:19,23.44,Subscriptions,UK,ATM_WITHDRAWAL
52,2024-09-01 02:41:19,19.21,Online Shopping,DE,CARD_PAYMENT
52,2024-08-22 13:06:19,6.35,Online Shopping,AT,CARD_PAYMENT
52,2024-09-04 17:50:19,19.77,Groceries,ES,ATM_WITHDRAWAL
52,2024-07-23 23:14:19,20.82,Online Shopping,UK,TRANSFER
52,2024-09-08 05:02:19,88.05,Subscriptions,DE,ATM_WITHDRAWAL
52,2024-10-01 12:59:19,17.9,Restaurants,AT,ATM_WITHDRAWAL
52,2024-08-17 21:22:19,24.07,Restaurants,ES,CARD_PAYMENT
58,2024-04-11 14:10:44,19.67,Subscriptions,DE,ATM_WITHDRAWAL
58,2024-01-18 04:01:44,9.96,Travel,DE,ATM_WITHDRAWAL
58,2024-02-14 11:57:44,39.87,Subscriptions,ES,ATM_WITHDRAWAL
58,2024-01-30 13:53:44,31.54,Restaurants,ES,TRANSFER
58,2024-02-19 00:03:44,32.29,Online Shopping,FR,ATM_WITHDRAWAL
58,2024-02-13 03:08:44,11.64,Groceries,FR,TRANSFER
58,2024-02-29 21:49:44,46.6,Restaurants,DE,ATM_WITHDRAWAL
58,2024-01-20 05:32:44,8.66,Transport,DE,TRANSFER
58,2024-03-22 12:11:44,28.56,Online Shopping,FR,TRANSFER
58,2024-01-29 10:43:44,74.76,Travel,DE,CARD_PAYMENT
58,2024-03-19 13:13:44,11.09,Subscriptions,ES,ATM_WITHDRAWAL
60,2024-04-29 16:05:52,14.3,Travel,FR,TRANSFER
61,2024-10-09 05:00:08,21.32,Transport,AT,ATM_WITHDRAWAL
61,2024-08-26 20:26:08,14.85,Travel,ES,CARD_PAYMENT
61,2024-10-22 03:48:08,7.92,Travel,FR,TRANSFER
61,2024-09-02 08:09:08,20.93,Travel,FR,ATM_WITHDRAWAL
61,2024-09-23 21:17:08,10.62,Transport,DE,TRANSFER
61,2024-11-14 07:57:08,26.69,Online Shopping,FR,CARD_PAYMENT
61,2024-10-22 14:03:08,11.57,Travel,FR,ATM_WITHDRAWAL
61,2024-11-21 08:33:08,50.9,Transport,UK,CARD_PAYMENT
61,2024-10-16 23:36:08,12.55,Travel,IT,CARD_PAYMENT
61,2024-09-22 14:58:08,16.56,Transport,DE,CARD_PAYMENT
61,2024-10-23 04:09:08,32.72,Online Shopping,IT,CARD_PAYMENT
66,2024-10-18 04:20:00,9.6,Restaurants,FR,CARD_PAYMENT
66,2024-10-08 08:56:00,23.02,Online Shopping,UK,TRANSFER
66,2024-11-26 20:55:00,44.0,Travel,AT,ATM_WITHDRAWAL
66,2024-10-08 20:49:00,7.66,Restaurants,AT,ATM_WITHDRAWAL
66,2024-10-16 03:26:00,22.44,Travel,UK,CARD_PAYMENT
66,2024-10-31 15:32:00,23.47,Travel,FR,TRANSFER
68,2024-06-08 02:59:40,32.11,Online Shopping,ES,CARD_PAYMENT
68,2024-06-12 19:24:40,9.56,Restaurants,DE,CARD_PAYMENT
68,2024-06-09 13:33:40,9.1,Travel,ES,CARD_PAYMENT
68,2024-05-29 08:32:40,27.47,Restaurants,IT,ATM_WITHDRAWAL
68,2024-06-20 16:21:40,24.0,Groceries,AT,ATM_WITHDRAWAL
68,2024-07-25 00:18:40,23.34,Groceries,FR,ATM_WITHDRAWAL
68,2024-05-19 06:49:40,24.73,Groceries,FR,CARD_PAYMENT
68,2024-07-13 00:47:40,13.36,Transport,IT,CARD_PAYMENT
68,2024-05-21 09:23:40,23.09,Travel,DE,CARD_PAYMENT
68,2024-06-09 13:33:40,23.95,Online Shopping,DE,ATM_WITHDRAWAL
68,2024-06-21 12:18:40,13.08,Travel,DE,CARD_PAYMENT
68,2024-07-12 04:54:40,61.53,Travel,UK,ATM_WITHDRAWAL
70,2024-12-13 15:37:07,26.69,Subscriptions,FR,ATM_WITHDRAWAL
70,2024-11-04 16:35:07,9.83,Restaurants,UK,TRANSFER
70,2024-12-20 09:17:07,29.78,Transport,AT,TRANSFER
70,2024-12-18 21:59:07,11.19,Subscriptions,ES,CARD_PAYMENT
70,2024-10-19 06:17:07,32.21,Subscriptions,DE,ATM_WITHDRAWAL
70,2024-10-26 08:58:07,40.25,Groceries,DE,TRANSFER
70,2024-10-18 03:44:07,12.28,Restaurants,UK,TRANSFER
70,2024-10-09 00:42:07,35.8,Travel,FR,CARD_PAYMENT
72,2024-09-15 14:07:41,25.73,Restaurants,ES,TRANSFER
72,2024-10-02 10:46:41,32.89,Restaurants,ES,ATM_WITHDRAWAL
72,2024-09-27 19:54:41,62.68,Subscriptions,IT,TRANSFER
72,2024-10-10 23:25:41,17.34,Online Shopping,IT,CARD_PAYMENT
72,2024-10-28 17:16:41,12.78,Online Shopping,UK,CARD_PAYMENT
72,2024-10-17 15:32:41,11.78,Transport,FR,CARD_PAYMENT
72,2024-09-15 00:09:41,12.31,Travel,AT,TRANSFER
72,2024-09-07 17:55:41,19.18,Restaurants,ES,CARD_PAYMENT
72,2024-09-15 04:59:41,24.65,Groceries,UK,ATM_WITHDRAWAL
72,2024-09-24 19:47:41,23.71,Groceries,UK,ATM_WITHDRAWAL
72,2024-11-02 18:10:41,32.99,Groceries,ES,CARD_PAYMENT
77,2024-12-24 16:12:29,20.24,Transport,AT,CARD_PAYMENT
81,2025-01-06 20:21:30,48.04,Subscriptions,DE,ATM_WITHDRAWAL
81,2025-01-28 10:27:30,17.14,Subscriptions,IT,CARD_PAYMENT
86,2024-05-01 17:17:36,102.73,Restaurants,DE,CARD_PAYMENT
86,2024-03-20 19:05:36,29.24,Online Shopping,DE,TRANSFER
86,2024-04-06 15:11:36,12.01,Groceries,ES,CARD_PAYMENT
86,2024-03-28 05:56:36,10.56,Subscriptions,IT,TRANSFER
86,2024-05-04 18:33:36,26.83,Groceries,DE,ATM_WITHDRAWAL
86,2024-03-17 13:46:36,17.57,Restaurants,ES,CARD_PAYMENT
86,2024-04-08 22:03:36,30.83,Travel,FR,ATM_WITHDRAWAL
88,2024-03-19 12:52:24,26.68,Groceries,FR,ATM_WITHDRAWAL
88,2024-03-08 02:11:24,19.23,Transport,UK,CARD_PAYMENT
88,2024-02-05 06:37:24,12.08,Online Shopping,DE,TRANSFER
88,2024-03-03 03:59:24,8.09,Groceries,ES,CARD_PAYMENT
88,2024-03-25 17:47:24,15.36,Travel,AT,TRANSFER
88,2024-02-13 12:17:24,33.58,Online Shopping,FR,CARD_PAYMENT
88,2024-04-26 13:56:24,22.84,Groceries,FR,ATM_WITHDRAWAL
88,2024-02-26 19:47:24,9.51,Restaurants,FR,ATM_WITHDRAWAL
88,2024-03-28 16:59:24,22.28,Restaurants,IT,TRANSFER
88,2024-04-17 19:43:24,25.31,Transport,FR,CARD_PAYMENT
88,2024-02-16 06:03:24,11.82,Groceries,ES,ATM_WITHDRAWAL
88,2024-02-12 21:25:24,22.03,Restaurants,AT,CARD_PAYMENT
88,2024-04-11 02:21:24,20.8,Restaurants,IT,TRANSFER
88,2024-04-05 15:17:24,10.12,Transport,DE,ATM_WITHDRAWAL
88,2024-02-04 12:38:24,24.9,Restaurants,IT,CARD_PAYMENT
88,2024-02-05 18:11:24,28.12,Subscriptions,DE,ATM_WITHDRAWAL
89,2024-05-27 17:27:06,38.47,Subscriptions,DE,CARD_PAYMENT
89,2024-07-07 08:08:06,37.8,Groceries,UK,CARD_PAYMENT
89,2024-07-17 11:59:06,8.79,Travel,FR,ATM_WITHDRAWAL
89,2024-07-08 02:02:06,11.44,Subscriptions,DE,ATM_WITHDRAWAL
90,2024-12-10 05:23:44,27.36,Subscriptions,UK,CARD_PAYMENT
90,2024-11-11 08:56:44,27.34,Travel,ES,CARD_PAYMENT
90,2025-01-21 14:25:44,27.36,Subscriptions,IT,ATM_WITHDRAWAL
90,2025-01-21 00:10:44,202.68,Groceries,ES,CARD_PAYMENT
90,2024-10-23 16:04:44,28.29,Travel,FR,ATM_WITHDRAWAL
92,2024-06-20 03:53:40,39.7,Restaurants,DE,CARD_PAYMENT
92,2024-06-22 17:14:40,35.6,Travel,FR,ATM_WITHDRAWAL
92,2024-04-20 09:20:40,29.69,Travel,AT,CARD_PAYMENT
92,2024-05-21 13:03:40,16.62,Subscriptions,ES,TRANSFER
92,2024-05-15 11:54:40,31.67,Transport,AT,TRANSFER
92,2024-05-20 18:50:40,12.63,Travel,UK,TRANSFER
92,2024-06-14 15:13:40,17.43,Restaurants,IT,TRANSFER
92,2024-04-29 08:03:40,15.01,Subscriptions,FR,TRANSFER
92,2024-06-08 01:43:40,21.1,Online Shopping,DE,CARD_PAYMENT
92,2024-06-12 06:12:40,80.54,Online Shopping,FR,CARD_PAYMENT
92,2024-07-01 17:04:40,6.55,Restaurants,UK,ATM_WITHDRAWAL
92,2024-05-05 18:52:40,30.32,Transport,IT,ATM_WITHDRAWAL
92,2024-04-18 17:06:40,7.63,Online Shopping,DE,TRANSFER
94,2024-01-26 22:15:14,15.13,Travel,DE,ATM_WITHDRAWAL
94,2024-04-19 16:19:14,38.6,Online Shopping,DE,ATM_WITHDRAWAL
94,2024-03-23 00:30:14,20.88,Travel,FR,CARD_PAYMENT
94,2024-04-10 03:13:14,10.52,Restaurants,IT,CARD_PAYMENT
94,2024-02-06 00:25:14,13.08,Restaurants,DE,ATM_WITHDRAWAL
94,2024-02-06 04:26:14,30.2,Travel,ES,CARD_PAYMENT
94,2024-04-10 19:01:14,12.96,Groceries,ES,TRANSFER
94,2024-04-18 08:53:14,22.87,Online Shopping,DE,TRANSFER
94,2024-03-21 19:59:14,20.64,Restaurants,FR,ATM_WITHDRAWAL
94,2024-01-26 03:35:14,13.59,Transport,AT,TRANSFER
94,2024-03-12 09:19:14,72.7,Restaurants,DE,CARD_PAYMENT
94,2024-03-27 04:21:14,29.38,Subscriptions,AT,CARD_PAYMENT
99,2024-05-26 11:13:05,5.96,Restaurants,DE,ATM_WITHDRAWAL
99,2024-06-10 09:59:05,22.46,Travel,DE,CARD_PAYMENT
102,2024-11-10 09:47:14,13.5,Travel,DE,ATM_WITHDRAWAL
102,2024-10-31 06:33:14,33.5,Groceries,FR,CARD_PAYMENT
102,2025-01-05 11:44:14,12.48,Online Shopping,FR,TRANSFER
102,2024-11-03 17:46:14,18.75,Online Shopping,UK,ATM_WITHDRAWAL
102,2024-11-14 06:13:14,27.19,Subscriptions,FR,CARD_PAYMENT
102,2024-12-29 21:42:14,33.77,Restaurants,FR,ATM_WITHDRAWAL
102,2024-11-27 00:46:14,9.77,Subscriptions,UK,CARD_PAYMENT
102,2024-11-01 02:22:14,16.43,Transport,DE,ATM_WITHDRAWAL
102,2024-11-21 13:39:14,15.11,Transport,FR,CARD_PAYMENT
102,2024-12-25 21:21:14,13.57,Subscriptions,DE,CARD_PAYMENT
102,2025-01-24 10:37:14,57.93,Restaurants,DE,ATM_WITHDRAWAL
102,2024-11-13 07:15:14,25.61,Subscriptions,ES,ATM_WITHDRAWAL
102,2024-12-05 10:00:14,9.43,Online Shopping,UK,CARD_PAYMENT
102,2024-11-24 10:13:14,34.84,Online Shopping,UK,ATM_WITHDRAWAL
102,2024-12-05 10:48:14,71.76,Subscriptions,DE,ATM_WITHDRAWAL
103,2024-03-16 09:20:46,37.32,Online Shopping,FR,CARD_PAYMENT
103,2024-03-04 20:37:46,8.07,Restaurants,UK,TRANSFER
103,2024-02-16 03:07:46,15.02,Travel,AT,ATM_WITHDRAWAL
103,2024-03-03 23:21:46,42.95,Online Shopping,UK,ATM_WITHDRAWAL
103,2024-01-22 14:26:46,13.14,Travel,FR,CARD_PAYMENT
103,2024-01-21 13:51:46,26.21,Travel,ES,TRANSFER
103,2024-02-03 02:52:46,31.97,Transport,IT,CARD_PAYMENT
103,2024-01-15 02:44:46,11.52,Transport,ES,CARD_PAYMENT
103,2024-03-06 07:29:46,19.38,Transport,UK,CARD_PAYMENT
103,2024-03-13 02:43:46,2.87,Restaurants,UK,ATM_WITHDRAWAL
103,2024-03-04 08:25:46,10.86,Restaurants,ES,ATM_WITHDRAWAL
103,2024-03-23 05:42:46,17.26,Online Shopping,ES,CARD_PAYMENT
103,2024-01-31 09:14:46,9.5,Transport,ES,ATM_WITHDRAWAL
104,2024-09-01 20:37:11,53.49,Travel,AT,ATM_WITHDRAWAL
104,2024-10-06 17:29:11,8.52,Restaurants,DE,TRANSFER
104,2024-09-03 10:37:11,15.42,Groceries,IT,CARD_PAYMENT
104,2024-07-10 21:51:11,21.72,Transport,DE,TRANSFER
104,2024-08-22 22:53:11,47.69,Transport,FR,TRANSFER
105,2024-12-29 08:58:45,8.49,Transport,ES,TRANSFER
105,2024-11-26 02:04:45,40.36,Travel,DE,ATM_WITHDRAWAL
105,2025-01-31 03:37:45,20.21,Transport,IT,ATM_WITHDRAWAL
105,2024-11-30 11:22:45,11.15,Online Shopping,IT,TRANSFER
105,2025-01-15 04:10:45,26.5,Transport,DE,ATM_WITHDRAWAL
105,2025-01-27 18:48:45,22.63,Transport,UK,CARD_PAYMENT
105,2025-01-21 02:42:45,14.01,Online Shopping,IT,ATM_WITHDRAWAL
105,2024-12-04 19:28:45,20.94,Online Shopping,IT,ATM_WITHDRAWAL
105,2025-01-16 09:43:45,15.94,Online Shopping,FR,CARD_PAYMENT
105,2025-02-18 14:12:45,21.5,Restaurants,FR,TRANSFER
105,2024-12-02 13:31:45,29.88,Subscriptions,UK,TRANSFER
105,2024-12-05 18:41:45,52.02,Transport,ES,TRANSFER
105,2025-02-09 20:27:45,9.56,Groceries,AT,CARD_PAYMENT
109,2025-01-31 12:47:13,72.23,Groceries,ES,ATM_WITHDRAWAL
109,2024-12-31 10:25:13,6.23,Subscriptions,FR,TRANSFER
109,2025-01-29 22:10:13,18.34,Groceries,UK,CARD_PAYMENT
109,2025-01-04 23:05:13,28.59,Online Shopping,AT,ATM_WITHDRAWAL
109,2024-11-23 16:48:13,23.77,Subscriptions,DE,ATM_WITHDRAWAL
109,2024-12-23 23:32:13,13.82,Travel,ES,CARD_PAYMENT
110,2024-03-25 07:58:49,17.73,Subscriptions,DE,CARD_PAYMENT
110,2024-02-23 09:01:49,14.94,Subscriptions,AT,TRANSFER
110,2024-01-19 23:11:49,14.1,Subscriptions,DE,ATM_WITHDRAWAL
110,2024-02-24 09:10:49,33.44,Travel,IT,ATM_WITHDRAWAL
110,2024-01-13 13:55:49,24.88,Groceries,ES,ATM_WITHDRAWAL
110,2024-03-08 15:02:49,13.25,Travel,FR,ATM_WITHDRAWAL
110,2024-01-30 10:05:49,34.46,Transport,IT,TRANSFER
110,2024-01-08 06:10:49,24.15,Online Shopping,DE,TRANSFER
110,2024-02-24 23:55:49,32.71,Transport,IT,CARD_PAYMENT
110,2024-04-01 10:31:49,29.31,Subscriptions,ES,TRANSFER
110,2024-03-04 06:35:49,12.21,Groceries,IT,ATM_WITHDRAWAL
110,2024-03-24 03:57:49,14.35,Groceries,IT,TRANSFER
110,2024-02-10 12:26:49,31.45,Restaurants,DE,CARD_PAYMENT
110,2024-03-31 08:29:49,28.97,Groceries,UK,TRANSFER
110,2024-03-14 07:22:49,19.84,Subscriptions,AT,TRANSFER
110,2024-02-23 16:15:49,21.55,Subscriptions,FR,CARD_PAYMENT
111,2024-11-08 08:15:16,43.23,Online Shopping,DE,TRANSFER
111,2025-01-26 06:23:16,14.08,Online Shopping,DE,TRANSFER
111,2025-01-14 11:56:16,27.89,Travel,ES,CARD_PAYMENT
111,2025-01-27 01:13:16,17.79,Travel,DE,ATM_WITHDRAWAL
111,2024-11-17 01:03:16,17.63,Restaurants,FR,TRANSFER
111,2024-12-12 12:50:16,38.83,Restaurants,FR,CARD_PAYMENT
115,2024-07-25 01:15:07,32.96,Restaurants,FR,TRANSFER
115,2024-06-13 21:41:07,32.72,Groceries,DE,TRANSFER
115,2024-08-05 12:29:07,43.96,Travel,IT,TRANSFER
115,2024-06-06 19:16:07,20.34,Subscriptions,DE,ATM_WITHDRAWAL
115,2024-06-15 15:45:07,30.24,Subscriptions,ES,TRANSFER
115,2024-05-09 20:09:07,16.67,Transport,UK,TRANSFER
115,2024-07-25 06:35:07,24.4,Online Shopping,AT,ATM_WITHDRAWAL
115,2024-07-22 22:25:07,18.58,Groceries,ES,ATM_WITHDRAWAL
115,2024-07-15 07:17:07,21.29,Restaurants,AT,ATM_WITHDRAWAL
115,2024-06-10 13:01:07,28.71,Travel,DE,ATM_WITHDRAWAL
117,2024-03-19 01:37:52,12.29,Restaurants,AT,TRANSFER
117,2024-03-02 02:49:52,70.49,Subscriptions,IT,CARD_PAYMENT
117,2024-04-11 21:32:52,10.98,Groceries,FR,ATM_WITHDRAWAL
117,2024-04-16 03:20:52,9.69,Online Shopping,IT,ATM_WITHDRAWAL
117,2024-05-04 12:24:52,40.24,Subscriptions,DE,TRANSFER
117,2024-02-26 14:52:52,32.3,Subscriptions,ES,TRANSFER
117,2024-02-18 06:39:52,29.21,Online Shopping,IT,ATM_WITHDRAWAL
117,2024-04-27 01:36:52,29.28,Restaurants,IT,TRANSFER
117,2024-02-23 14:21:52,19.94,Groceries,DE,ATM_WITHDRAWAL
117,2024-02-17 07:03:52,11.72,Online Shopping,AT,TRANSFER
117,2024-03-02 17:13:52,21.02,Subscriptions,UK,CARD_PAYMENT
117,2024-04-09 04:47:52,13.38,Restaurants,AT,TRANSFER
117,2024-05-02 21:33:52,36.06,Groceries,ES,TRANSFER
117,2024-02-20 18:39:52,18.39,Restaurants,FR,CARD_PAYMENT
117,2024-04-19 08:48:52,12.24,Travel,FR,TRANSFER
117,2024-03-06 01:22:52,16.56,Transport,UK,TRANSFER
117,2024-03-24 04:10:52,25.73,Subscriptions,AT,ATM_WITHDRAWAL
119,2024-05-06 16:30:10,14.32,Restaurants,IT,TRANSFER
119,2024-05-22 18:45:10,12.26,Transport,AT,CARD_PAYMENT
119,2024-05-16 15:38:10,23.25,Groceries,FR,TRANSFER
119,2024-06-19 01:03:10,23.27,Subscriptions,ES,ATM_WITHDRAWAL
119,2024-04-07 03:04:10,14.82,Online Shopping,FR,ATM_WITHDRAWAL
119,2024-04-08 21:44:10,15.14,Travel,AT,TRANSFER
119,2024-04-09 21:47:10,23.09,Restaurants,ES,CARD_PAYMENT
119,2024-05-20 23:09:10,8.42,Subscriptions,DE,ATM_WITHDRAWAL
119,2024-04-17 20:10:10,8.63,Transport,UK,ATM_WITHDRAWAL
119,2024-04-20 08:20:10,13.05,Travel,FR,TRANSFER
119,2024-06-15 03:29:10,17.67,Subscriptions,UK,ATM_WITHDRAWAL
119,2024-05-29 20:26:10,24.2,Online Shopping,AT,CARD_PAYMENT
119,2024-04-14 21:35:10,48.68,Subscriptions,IT,ATM_WITHDRAWAL
119,2024-06-16 19:40:10,33.6,Restaurants,UK,CARD_PAYMENT
119,2024-06-16 09:58:10,18.25,Restaurants,FR,TRANSFER
119,2024-03-26 17:12:10,19.86,Groceries,DE,CARD_PAYMENT
119,2024-05-21 09:38:10,11.01,Restaurants,AT,CARD_PAYMENT
119,2024-06-02 06:18:10,19.86,Travel,FR,ATM_WITHDRAWAL
119,2024-06-21 23:13:10,16.89,Restaurants,ES,ATM_WITHDRAWAL
121,2024-10-02 05:02:42,24.38,Transport,DE,TRANSFER
121,2024-10-09 17:40:42,12.23,Transport,UK,CARD_PAYMENT
121,2024-11-29 06:44:42,27.43,Transport,ES,CARD_PAYMENT
121,2024-11-29 10:25:42,50.38,Online Shopping,UK,ATM_WITHDRAWAL
121,2024-11-25 16:47:42,18.82,Restaurants,FR,TRANSFER
